Protein,Encoding,Model,Acquisition,Timestep,Mean,Std
GB1,AA,Boosting Ensemble,UCB,446,0.7204824091341674,0.01508271796127236
GB1,AA,Boosting Ensemble,UCB,447,0.721881754722485,0.015020498119956498
GB1,AA,Boosting Ensemble,UCB,448,0.721881754722485,0.015020498119956498
GB1,AA,Boosting Ensemble,UCB,449,0.7223681474057062,0.014950540796485744
GB1,AA,Boosting Ensemble,UCB,450,0.7241148106562985,0.01495156203102372
GB1,AA,Boosting Ensemble,UCB,451,0.7241148106562985,0.01495156203102372
GB1,AA,Boosting Ensemble,UCB,452,0.7243955430329623,0.014920910243766204
GB1,AA,Boosting Ensemble,UCB,453,0.7243955430329623,0.014920910243766204
GB1,AA,Boosting Ensemble,UCB,454,0.7243955430329623,0.014920910243766204
GB1,AA,Boosting Ensemble,UCB,455,0.72731085187412,0.01491273974495273
GB1,AA,Boosting Ensemble,UCB,456,0.72731085187412,0.01491273974495273
GB1,AA,Boosting Ensemble,UCB,457,0.72731085187412,0.01491273974495273
GB1,AA,Boosting Ensemble,UCB,458,0.72731085187412,0.01491273974495273
GB1,AA,Boosting Ensemble,UCB,459,0.72731085187412,0.01491273974495273
GB1,AA,Boosting Ensemble,UCB,460,0.7307009986543465,0.014890206570876825
GB1,AA,Boosting Ensemble,UCB,461,0.7319462365772793,0.014797808764441834
GB1,AA,Boosting Ensemble,UCB,462,0.7326549936417275,0.014851496411167424
GB1,AA,Boosting Ensemble,UCB,463,0.7337845623973502,0.014850066102284405
GB1,AA,Boosting Ensemble,UCB,464,0.7346119998614418,0.014802446854514463
GB1,AA,Boosting Ensemble,UCB,465,0.7346119998614418,0.014802446854514463
GB1,AA,Boosting Ensemble,UCB,466,0.7352713165732983,0.014849567491205118
GB1,AA,Boosting Ensemble,UCB,467,0.7352713165732983,0.014849567491205118
GB1,AA,Boosting Ensemble,UCB,468,0.7359800736377465,0.01490077671493349
GB1,AA,Boosting Ensemble,UCB,469,0.7359800736377465,0.01490077671493349
GB1,AA,Boosting Ensemble,UCB,470,0.73834306144192,0.015309178523871862
GB1,AA,Boosting Ensemble,UCB,471,0.7388328453309206,0.015341264765720923
GB1,AA,Boosting Ensemble,UCB,472,0.7412452481166663,0.015285548099540882
GB1,AA,Boosting Ensemble,UCB,473,0.7420414518913061,0.015172973002249108
GB1,AA,Boosting Ensemble,UCB,474,0.7420414518913061,0.015172973002249108
GB1,AA,Boosting Ensemble,UCB,475,0.7420414518913061,0.015172973002249108
GB1,AA,Boosting Ensemble,UCB,476,0.7438891500081974,0.014673259055579306
GB1,AA,Boosting Ensemble,UCB,477,0.7463890874214585,0.015080848335720414
GB1,AA,Boosting Ensemble,UCB,478,0.7463890874214585,0.015080848335720414
GB1,AA,Boosting Ensemble,UCB,479,0.7472424459559452,0.015187415112710378
GB1,AA,Boosting Ensemble,UCB,480,0.7482866020638705,0.015129886243872575
GB1,AA,DKL,GREEDY,384,0.4710285742693693,0.013241819276366059
GB1,AA,DKL,GREEDY,385,0.47379489550303655,0.013033323297085845
GB1,AA,DKL,GREEDY,386,0.48886254321202405,0.013726445099164484
GB1,AA,DKL,GREEDY,387,0.4975350924106777,0.014406829745975677
GB1,AA,DKL,GREEDY,388,0.5008623053152428,0.014581266737387962
GB1,AA,DKL,GREEDY,389,0.5142302255789624,0.016305064399289148
GB1,AA,DKL,GREEDY,390,0.515846382655577,0.016673711812521766
GB1,AA,DKL,GREEDY,391,0.5161784532645775,0.016649357685706367
GB1,AA,DKL,GREEDY,392,0.5233767232326487,0.016077266970237748
GB1,AA,DKL,GREEDY,393,0.5275665196157409,0.01651507615942023
GB1,AA,DKL,GREEDY,394,0.5318095178361523,0.017186601866293026
GB1,AA,DKL,GREEDY,395,0.5318095178361523,0.017186601866293026
GB1,AA,DKL,GREEDY,396,0.5338155550564119,0.017063396469471113
GB1,AA,DKL,GREEDY,397,0.5366404684018935,0.016937205484984858
GB1,AA,DKL,GREEDY,398,0.5386088826618884,0.017587471941236364
GB1,AA,DKL,GREEDY,399,0.5435856326512991,0.017263259061909605
GB1,AA,DKL,GREEDY,400,0.5435856326512991,0.017263259061909605
GB1,AA,DKL,GREEDY,401,0.5435856326512991,0.017263259061909605
GB1,AA,DKL,GREEDY,402,0.545592644682175,0.017439433791075355
GB1,AA,DKL,GREEDY,403,0.5462708521828519,0.017450114753538408
GB1,AA,DKL,GREEDY,404,0.5506881653412536,0.017482349260524374
GB1,AA,DKL,GREEDY,405,0.5507046691330764,0.017482082516522952
GB1,AA,DKL,GREEDY,406,0.5515760514966477,0.01762835893296337
GB1,AA,DKL,GREEDY,407,0.5515760514966477,0.01762835893296337
GB1,AA,DKL,GREEDY,408,0.5515760514966477,0.01762835893296337
GB1,AA,DKL,GREEDY,409,0.5528184969835528,0.017737093309769553
GB1,AA,DKL,GREEDY,410,0.5563136082212464,0.01756471559280869
GB1,AA,DKL,GREEDY,411,0.5563136082212464,0.01756471559280869
GB1,AA,DKL,GREEDY,412,0.5563136082212464,0.01756471559280869
GB1,AA,DKL,GREEDY,413,0.557104450120107,0.017714167428904692
GB1,AA,DKL,GREEDY,414,0.557104450120107,0.017714167428904692
GB1,AA,DKL,GREEDY,415,0.557104450120107,0.017714167428904692
GB1,AA,DKL,GREEDY,416,0.557104450120107,0.017714167428904692
GB1,AA,DKL,GREEDY,417,0.5571377202883403,0.017720336877408614
GB1,AA,DKL,GREEDY,418,0.55909053919096,0.017820858548012006
GB1,AA,DKL,GREEDY,419,0.5591271267687464,0.01781791156688618
GB1,AA,DKL,GREEDY,420,0.5591271267687464,0.01781791156688618
GB1,AA,DKL,GREEDY,421,0.5591271267687464,0.01781791156688618
GB1,AA,DKL,GREEDY,422,0.5633239032636539,0.018381498037468833
GB1,AA,DKL,GREEDY,423,0.5633239032636539,0.018381498037468833
GB1,AA,DKL,GREEDY,424,0.5633239032636539,0.018381498037468833
GB1,AA,DKL,GREEDY,425,0.5633239032636539,0.018381498037468833
GB1,AA,DKL,GREEDY,426,0.5638653123362575,0.018401532387554584
GB1,AA,DKL,GREEDY,427,0.5652490069126954,0.01841713547242622
GB1,AA,DKL,GREEDY,428,0.5671681555851884,0.018301869070785477
GB1,AA,DKL,GREEDY,429,0.5676633451284684,0.018267042889709473
GB1,AA,DKL,GREEDY,430,0.5676633451284684,0.018267042889709473
GB1,AA,DKL,GREEDY,431,0.5678730311722646,0.01829468008652181
GB1,AA,DKL,GREEDY,432,0.5678730311722646,0.01829468008652181
GB1,AA,DKL,GREEDY,433,0.5679197613697785,0.018283738506014585
GB1,AA,DKL,GREEDY,434,0.5685790780816351,0.01840863680812124
